player_id,name,week,ppr_points,position,team,season
00-0039059,Ethan Evans,12,0.0,P,LA,2024
00-0039063,Calijah Kancey,12,0.0,DE,TB,2024
00-0039068,YaYa Diaby,12,0.0,OLB,TB,2024
00-0039070,Gervon Dexter,12,0.0,DT,CHI,2024
00-0039071,Tyrique Stevenson,12,0.0,CB,CHI,2024
00-0039074,Davis Allen,12,0.0,TE,LA,2024
00-0039108,Will Anderson,12,0.0,DE,HOU,2024
00-0039110,Keeanu Benton,12,0.0,DT,PIT,2024
00-0039111,Tuli Tuipulotu,12,0.0,DE,LAC,2024
00-0039112,Lukas Van Ness,12,0.0,DE,GB,2024
00-0039133,Cam Smith,12,0.0,CB,MIA,2024
00-0039137,Byron Young,12,0.0,OLB,LA,2024
00-0039138,Kobie Turner,12,0.0,NT,LA,2024
00-0039141,Brian Branch,12,0.0,SS,DET,2024
00-0039147,Christian Gonzalez,12,0.0,CB,NE,2024
00-0039148,Keion White,12,0.0,DE,NE,2024
00-0039149,Quan Martin,12,0.0,FS,WAS,2024
00-0039167,Joey Porter,12,0.0,CB,PIT,2024
00-0039169,Devon Witherspoon,12,0.0,CB,SEA,2024
00-0039172,Jake Bates,12,0.0,K,DET,2024
00-0039232,Nate Wiggins,12,0.0,CB,BAL,2024
00-0039236,Johnny Wilson,12,0.0,WR,PHI,2024
00-0039306,Dee Williams,12,0.0,CB,SEA,2024
00-0039309,Byron Murphy,12,0.0,DT,SEA,2024
00-0039340,Laiatu Latu,12,0.0,DE,IND,2024
00-0039341,Tyler Guyton,12,0.0,T,DAL,2024
00-0039343,Kamari Lassiter,12,0.0,CB,HOU,2024
00-0039345,Renardo Green,12,0.0,CB,SF,2024
00-0039347,Trevin Wallace,12,0.0,ILB,CAR,2024
00-0039348,Cooper Beebe,12,0.0,C,DAL,2024
00-0039349,Delmar Glaze,12,0.0,T,LV,2024
00-0039351,Dominick Puni,12,0.0,G,SF,2024
00-0039352,Marist Liufau,12,0.0,ILB,DAL,2024
00-0039357,Decamerion Richardson,12,0.0,CB,LV,2024
00-0039360,Malik Mustapha,12,0.0,FS,SF,2024
00-0039363,Isaac Guerendo,12,0.0,RB,SF,2024
00-0039366,Tarheeb Still,12,0.0,CB,LAC,2024
00-0039368,Jordan Magee,12,0.0,OLB,WAS,2024
00-0039372,Jarvis Brownlee,12,0.0,CB,TEN,2024
00-0039374,Tommy Eichenberg,12,0.0,MLB,LV,2024
00-0039390,Marcellas Dial,12,0.0,CB,NE,2024
00-0039392,Jha'Quan Jackson,12,0.0,WR,TEN,2024
00-0039407,Dylan Laube,12,0.0,RB,LV,2024
00-0039412,Javontae Jean-Baptiste,12,0.0,DE,WAS,2024
00-0039423,Jonah Laulu,12,0.0,DT,LV,2024
00-0039430,James Williams,12,0.0,ILB,TEN,2024
00-0039454,Beanie Bishop,12,0.0,CB,PIT,2024
00-0039472,Mike Edwards,12,0.0,G,TB,2024
00-0039481,Storm Duck,12,0.0,CB,MIA,2024
00-0039515,Winston Reid,12,0.0,ILB,CLE,2024
00-0039532,Julius Wood,12,0.0,FS,TEN,2024
00-0039576,Spencer Shrader,12,0.0,K,KC,2024
00-0039578,Dalton Tucker,12,0.0,G,IND,2024
00-0039650,Bryce Oliver,12,0.0,WR,TEN,2024
00-0039660,Thomas Harper,12,0.0,FS,LV,2024
00-0039692,Dell Pettus,12,0.0,FS,NE,2024
00-0039696,Evan Anderson,12,0.0,DT,SF,2024
00-0039718,Bo Richter,12,0.0,OLB,MIN,2024
00-0039734,Braden Fiske,12,0.0,DT,LA,2024
00-0039735,Jackson Powers-Johnson,12,0.0,G,LV,2024
00-0039737,Tip Reiman,12,0.0,TE,ARI,2024
00-0039740,Jalyx Hunt,12,0.0,OLB,PHI,2024
00-0039741,Payton Wilson,12,0.0,ILB,PIT,2024
00-0039745,Tory Taylor,12,0.0,P,CHI,2024
00-0039749,Tyler Davis,12,0.0,DE,LA,2024
00-0039750,Joshua Karty,12,0.0,K,LA,2024
00-0039751,Jordan Whittington,12,0.0,WR,LA,2024
00-0039753,Beaux Limmer,12,0.0,C,LA,2024
00-0039774,Omar Speights,12,0.0,ILB,LA,2024
00-0039776,Jaylen McCollough,12,0.0,FS,LA,2024
00-0039807,Max Melton,12,0.0,CB,ARI,2024
00-0039809,Jonah Elliss,12,0.0,OLB,DEN,2024
00-0039812,Ty'Ron Hopper,12,0.0,ILB,GB,2024
00-0039813,Evan Williams,12,0.0,SS,GB,2024
00-0039815,Tyrice Knight,12,0.0,MLB,SEA,2024
00-0039821,Andru Phillips,12,0.0,CB,NYG,2024
00-0039825,Jaden Hicks,12,0.0,SS,KC,2024
00-0039826,Jeremiah Trotter,12,0.0,ILB,PHI,2024
00-0039829,Darius Muasau,12,0.0,ILB,NYG,2024
00-0039834,Kamren Kinchens,12,0.0,FS,LA,2024
00-0039835,Justin Eboigbe,12,0.0,DE,LAC,2024
00-0039838,Calen Bullock,12,0.0,SS,HOU,2024
00-0039841,Cooper DeJean,12,0.0,CB,PHI,2024
00-0039852,Jared Verse,12,0.0,OLB,LA,2024
00-0039853,Javon Baker,12,0.0,WR,NE,2024
00-0039858,Cedric Gray,12,0.0,ILB,TEN,2024
00-0039861,Tyler Nubin,12,0.0,SS,NYG,2024
00-0039864,Dadrion Taylor-Demerson,12,0.0,FS,ARI,2024
00-0039867,Javon Bullard,12,0.0,SS,GB,2024
00-0039886,T'Vondre Sweat,12,0.0,NT,TEN,2024
00-0039888,Quinyon Mitchell,12,0.0,CB,PHI,2024
00-0039896,Zach Frazier,12,0.0,C,PIT,2024
00-0039897,Joe Alt,12,0.0,T,LAC,2024
00-0039898,Mike Sainristil,12,0.0,CB,WAS,2024
00-0039902,Chris Braswell,12,0.0,OLB,TB,2024
00-0039906,Jer'Zhan Newton,12,0.0,DT,WAS,2024
00-0039911,Chop Robinson,12,0.0,OLB,MIA,2024
00-0039912,Ben Sinnott,12,0.0,TE,WAS,2024
00-0039913,Brandon Coleman,12,0.0,T,WAS,2024
00-0039916,Ricky Pearsall,12,0.0,WR,SF,2024
00-0039924,Dallas Turner,12,0.0,OLB,MIN,2024
,Josh Gable,12,0.0,K,PIT,2024
00-0030578,Cordarrelle Patterson,12,-0.2,RB,PIT,2024
00-0038102,Kenny Pickett,12,-0.2,QB,PHI,2024
00-0037012,Trey Lance,12,-0.3,QB,DAL,2024
00-0036407,Jerry Jeudy,13,40.5,WR,CLE,2024
00-0031503,Jameis Winston,13,32.98,QB,CLE,2024
00-0039338,Brock Bowers,13,30.2,TE,LV,2024
00-0034857,Josh Allen,13,28.42,QB,BUF,2024
00-0039910,Jayden Daniels,13,27.64,QB,WAS,2024
00-0039361,Bucky Irving,13,27.5,RB,TB,2024
00-0035659,Terry McLaurin,13,27.3,WR,WAS,2024
00-0029263,Russell Wilson,13,26.86,QB,PIT,2024
00-0033885,David Njoku,13,26.2,TE,CLE,2024
00-0039918,Caleb Williams,13,26.14,QB,CHI,2024
00-0031408,Mike Evans,13,25.8,WR,TB,2024
00-0038542,Bijan Robinson,13,25.5,RB,ATL,2024
00-0034796,Lamar Jackson,13,25.38,QB,BAL,2024
00-0036212,Tua Tagovailoa,13,25.2,QB,MIA,2024
00-0036893,Najee Harris,13,24.9,RB,PIT,2024
00-0030279,Keenan Allen,13,24.3,WR,CHI,2024
00-0038606,Parker Washington,13,24.3,WR,JAX,2024
00-0030035,Adam Thielen,13,23.9,WR,CAR,2024
00-0034827,D.J. Moore,13,23.7,WR,CHI,2024
00-0039150,Bryce Young,13,23.62,QB,CAR,2024
00-0033897,Joe Mixon,13,21.9,RB,HOU,2024
00-0035700,Josh Jacobs,13,21.7,RB,GB,2024
00-0037744,Trey McBride,13,21.6,TE,ARI,2024
00-0033858,Jonnu Smith,13,21.3,TE,MIA,2024
00-0036139,Rico Dowdle,13,21.3,RB,DAL,2024
00-0039164,Anthony Richardson,13,21.16,QB,IND,2024
00-0036182,Nick Westbrook-Ikhine,13,21.1,WR,TEN,2024
00-0039040,Devon Achane,13,21.0,RB,MIA,2024
00-0039915,Ladd McConkey,13,20.7,WR,LAC,2024
00-0036900,Ja'Marr Chase,13,20.6,WR,CIN,2024
00-0033040,Tyreek Hill,13,20.3,WR,MIA,2024
00-0036972,Mac Jones,13,20.0,QB,JAX,2024
00-0036554,Nico Collins,13,19.9,WR,HOU,2024
00-0038976,Marvin Mims,13,19.9,WR,DEN,2024
00-0034844,Saquon Barkley,13,19.7,RB,PHI,2024
00-0039146,Jayden Reed,13,19.7,WR,GB,2024
00-0034869,Sam Darnold,13,19.6,QB,MIN,2024
00-0038579,Aidan O'Connell,13,19.6,QB,LV,2024
00-0039851,Drake Maye,13,19.42,QB,NE,2024
00-0036442,Joe Burrow,13,19.26,QB,CIN,2024
00-0036980,Elijah Moore,13,19.2,WR,CLE,2024
00-0037248,James Cook,13,19.0,RB,BUF,2024
00-0038597,Chase Brown,13,19.0,RB,CIN,2024
00-0036264,Jordan Love,13,18.96,QB,GB,2024
00-0034753,Mark Andrews,13,18.9,TE,BAL,2024
00-0036894,Pat Freiermuth,13,18.8,TE,PIT,2024
00-0039893,Brian Thomas,13,18.7,WR,JAX,2024
00-0037840,Kyren Williams,13,18.3,RB,LA,2024
00-0036410,Tee Higgins,13,17.9,WR,CIN,2024
00-0037746,Brian Robinson,13,17.9,RB,WAS,2024
00-0036389,Jalen Hurts,13,17.62,QB,PHI,2024
00-0031381,Davante Adams,13,17.6,WR,NYJ,2024
00-0036223,Jonathan Taylor,13,17.3,RB,IND,2024
00-0037238,Drake London,13,17.3,WR,ATL,2024
00-0039075,Puka Nacua,13,17.3,WR,LA,2024
00-0034383,Dalton Schultz,13,17.1,TE,HOU,2024
00-0039849,Marvin Harrison,13,17.0,WR,ARI,2024
00-0033106,Jared Goff,13,16.94,QB,DET,2024
00-0036322,Justin Jefferson,13,16.9,WR,MIN,2024
00-0033873,Patrick Mahomes,13,16.64,QB,KC,2024
00-0037247,George Pickens,13,16.4,WR,PIT,2024
00-0034348,Courtland Sutton,13,16.2,WR,DEN,2024
00-0039152,Will Levis,13,16.18,QB,TEN,2024
00-0033906,Alvin Kamara,13,15.9,RB,NO,2024
00-0034960,Jakobi Meyers,13,15.7,WR,LV,2024
00-0026498,Matthew Stafford,13,15.62,QB,LA,2024
00-0039065,Sam LaPorta,13,15.6,TE,DET,2024
00-0035685,David Montgomery,13,15.4,RB,DET,2024
00-0038611,Chris Rodriguez,13,15.4,RB,WAS,2024
00-0039337,Malik Nabers,13,15.3,WR,NYG,2024
00-0035228,Kyler Murray,13,15.2,QB,ARI,2024
00-0035704,Drew Lock,13,14.82,QB,NYG,2024
00-0037838,Isaiah Likely,13,14.8,TE,BAL,2024
00-0031280,Derek Carr,13,14.56,QB,NO,2024
00-0033090,Hunter Henry,13,14.5,TE,NE,2024
00-0039384,Tyrone Tracy,13,14.5,RB,NYG,2024
00-0039163,C.J. Stroud,13,14.38,QB,HOU,2024
00-0032392,Austin Hooper,13,14.2,TE,NE,2024
00-0032764,Derrick Henry,13,14.1,RB,BAL,2024
00-0023459,Aaron Rodgers,13,14.0,QB,NYJ,2024
00-0038563,Tre Tucker,13,13.9,WR,LV,2024
00-0030506,Travis Kelce,13,13.8,TE,KC,2024
00-0038996,Tucker Kraft,13,13.8,TE,GB,2024
00-0039875,Ray Davis,13,13.7,RB,BUF,2024
00-0034407,Ray-Ray McCloud,13,13.3,WR,ATL,2024
00-0030564,DeAndre Hopkins,13,13.0,WR,KC,2024
00-0032775,Demarcus Robinson,13,12.9,WR,LA,2024
00-0037005,Tommy Tremble,13,12.7,TE,CAR,2024
00-0030061,Zach Ertz,13,12.5,TE,WAS,2024
00-0034351,Dallas Goedert,13,12.5,TE,PHI,2024
00-0034791,Nick Chubb,13,12.5,RB,CLE,2024
00-0038619,Andrei Iosivas,13,12.5,WR,CIN,2024
00-0030565,Geno Smith,13,12.44,QB,SEA,2024
00-0036875,Rhamondre Stevenson,13,12.4,RB,NE,2024
00-0036963,Amon-Ra St. Brown,13,12.3,WR,DET,2024
00-0036328,Antonio Gibson,13,12.2,RB,NE,2024
00-0039798,Isaiah Davis,13,12.2,RB,NYJ,2024
00-0039732,Bo Nix,13,12.16,QB,DEN,2024
00-0039165,Zach Charbonnet,13,12.1,RB,SEA,2024
00-0038543,Jaxon Smith-Njigba,13,11.9,WR,SEA,2024
00-0033662,Cooper Rush,13,11.8,QB,DAL,2024
00-0034272,Marquez Valdes-Scantling,13,11.6,WR,NO,2024
00-0035676,A.J. Brown,13,11.6,WR,PHI,2024
00-0036613,Jaylen Waddle,13,11.3,WR,MIA,2024
00-0033553,James Conner,13,11.1,RB,ARI,2024
00-0033881,Evan Engram,13,11.1,TE,JAX,2024
00-0037837,Calvin Austin,13,10.9,WR,PIT,2024
00-0031236,Brandin Cooks,13,10.6,WR,DAL,2024
00-0035640,DK Metcalf,13,10.6,WR,SEA,2024
00-0038559,Michael Wilson,13,10.5,WR,ARI,2024
00-0037228,Jaylen Warren,13,10.4,RB,PIT,2024
00-0039139,Jahmyr Gibbs,13,10.4,RB,DET,2024
00-0039847,Theo Johnson,13,10.4,TE,NYG,2024
00-0039894,Xavier Worthy,13,10.4,WR,KC,2024
00-0034829,Mike Gesicki,13,10.3,TE,CIN,2024
00-0033246,Johnny Mundt,13,10.2,TE,MIN,2024
00-0034855,Baker Mayfield,13,10.2,QB,TB,2024
00-0039064,Zay Flowers,13,10.1,WR,BAL,2024
00-0033293,Aaron Jones,13,9.8,RB,MIN,2024
00-0036637,Noah Gray,13,9.8,TE,KC,2024
00-0033357,Taysom Hill,13,9.7,TE,NO,2024
00-0037240,Jameson Williams,13,9.6,WR,DET,2024
00-0037664,Alec Pierce,13,9.6,WR,IND,2024
00-0037801,Kavontae Turpin,13,9.5,WR,DAL,2024
00-0036275,D'Andre Swift,13,9.4,RB,CHI,2024
00-0038794,Jaleel McLaughlin,13,9.4,RB,DEN,2024
00-0038994,Jordan Addison,13,9.4,WR,MIN,2024
00-0039793,A.J. Barner,13,9.4,TE,SEA,2024
00-0039342,Xavier Legette,13,9.3,WR,CAR,2024
00-0036252,Michael Pittman,13,9.2,WR,IND,2024
00-0037740,Garrett Wilson,13,9.1,WR,NYJ,2024
00-0038608,Kayshon Boutte,13,9.1,WR,NE,2024
00-0033589,David Moore,13,9.0,WR,CAR,2024
00-0035261,Tony Pollard,13,8.8,RB,TEN,2024
00-0036973,Travis Etienne,13,8.8,RB,JAX,2024
00-0037256,Rachaad White,13,8.8,RB,TB,2024
00-0033280,Christian McCaffrey,13,8.7,RB,SF,2024
00-0038124,Christian Watson,13,8.7,WR,GB,2024
00-0036040,Juwan Johnson,13,8.6,TE,NO,2024
00-0036259,Jauan Jennings,13,8.6,WR,SF,2024
00-0039363,Isaac Guerendo,13,8.6,RB,SF,2024
00-0037509,Sincere McCormick,13,8.5,RB,LV,2024
00-0030578,Cordarrelle Patterson,13,8.3,RB,PIT,2024
00-0038547,Luke Schoonmaker,13,8.3,TE,DAL,2024
00-0032385,Sterling Shepard,13,8.2,WR,TB,2024
00-0036355,Justin Herbert,13,7.98,QB,LAC,2024
00-0036626,Dyami Brown,13,7.9,WR,WAS,2024
00-0037525,Jordan Mason,13,7.8,RB,SF,2024
00-0033555,Mack Hollins,13,7.7,WR,BUF,2024
00-0034386,Justin Watson,13,7.6,WR,KC,2024
00-0035689,Dawson Knox,13,7.6,TE,BUF,2024
00-0033307,Kendrick Bourne,13,7.5,WR,NE,2024
00-0036997,Javonte Williams,13,7.4,RB,DEN,2024
00-0032104,Ameer Abdullah,13,7.3,RB,LV,2024
00-0037300,Mike Woods,13,7.3,WR,CLE,2024
00-0034270,Tyler Conklin,13,7.2,TE,NYJ,2024
00-0037267,Jerome Ford,13,7.2,RB,CLE,2024
00-0039344,Jonathon Brooks,13,7.1,RB,CAR,2024
00-0037231,Kevin Austin,13,7.0,WR,NO,2024
00-0037261,Khalil Shakir,13,7.0,WR,BUF,2024
00-0038393,Dontayvion Wicks,13,7.0,WR,GB,2024
00-0033375,Tim Patrick,13,6.8,WR,DET,2024
00-0034613,Tanner Hudson,13,6.8,TE,CIN,2024
00-0033009,Tyler Boyd,13,6.7,WR,TEN,2024
00-0038134,Kenneth Walker,13,6.6,RB,SEA,2024
00-0034837,Calvin Ridley,13,6.5,WR,TEN,2024
00-0031595,Michael Burton,13,6.1,FB,DEN,2024
00-0034975,Justice Hill,13,6.1,RB,BAL,2024
00-0037666,Jalen Tolbert,13,6.1,WR,DAL,2024
00-0035719,Deebo Samuel,13,6.0,WR,SF,2024
00-0036842,Kene Nwangwu,13,6.0,RB,NYJ,2024
00-0038120,Breece Hall,13,6.0,RB,NYJ,2024
00-0038129,Cade Otton,13,6.0,TE,TB,2024
00-0038621,Demario Douglas,13,6.0,WR,NE,2024
00-0036358,CeeDee Lamb,13,5.9,WR,DAL,2024
00-0036849,Tutu Atwell,13,5.9,WR,LA,2024
00-0037197,Isiah Pacheco,13,5.9,RB,KC,2024
00-0035229,T.J. Hockenson,13,5.8,TE,MIN,2024
00-0033591,Noah Brown,13,5.7,WR,WAS,2024
00-0037809,Chigoziem Okonkwo,13,5.7,TE,TEN,2024
00-0035644,Noah Fant,13,5.6,TE,SEA,2024
00-0036290,Cole Kmet,13,5.6,TE,CHI,2024
00-0031687,Raheem Mostert,13,5.4,RB,MIA,2024
00-0037539,Lucas Krull,13,5.4,TE,DEN,2024
00-0036415,Van Jefferson,13,5.3,WR,PIT,2024
00-0036309,Darnell Mooney,13,5.0,WR,ATL,2024
00-0038685,Christopher Brooks,13,4.9,RB,GB,2024
00-0039868,Troy Franklin,13,4.8,WR,DEN,2024
00-0033908,Cooper Kupp,13,4.7,WR,LA,2024
00-0035537,Ty Johnson,13,4.7,RB,BUF,2024
00-0039794,Braelon Allen,13,4.7,RB,NYJ,2024
00-0032211,Tyler Lockett,13,4.6,WR,SEA,2024
00-0038555,Tank Bigsby,13,4.5,RB,JAX,2024
00-0039855,Jalen McMillan,13,4.5,WR,TB,2024
00-0039919,Rome Odunze,13,4.5,WR,CHI,2024
00-0035208,Olamide Zaccheaus,13,4.4,WR,WAS,2024
00-0034184,Gus Edwards,13,4.3,RB,LAC,2024
00-0036331,Devin Duvernay,13,4.3,WR,JAX,2024
00-0039041,Elijah Higgins,13,4.3,TE,ARI,2024
00-0031544,Amari Cooper,13,4.2,WR,BUF,2024
00-0039738,Blake Corum,13,4.2,RB,LA,2024
00-0031585,MyCole Pruitt,13,4.1,TE,PIT,2024
00-0036988,Josh Palmer,13,4.1,WR,LAC,2024
00-0037614,John Metchie,13,3.6,WR,HOU,2024
00-0033217,Mo Alie-Cox,13,3.5,TE,IND,2024
00-0033923,Kareem Hunt,13,3.5,RB,KC,2024
00-0034860,Dante Pettis,13,3.5,WR,NO,2024
00-0035125,Alec Ingold,13,3.5,FB,MIA,2024
00-0036527,D.J. Turner,13,3.5,WR,LV,2024
00-0036630,Tylan Wallace,13,3.4,WR,BAL,2024
00-0036862,Ben Skowronek,13,3.3,WR,PIT,2024
00-0038977,Tank Dell,13,3.3,WR,HOU,2024
00-0039355,Luke McCaffrey,13,3.3,WR,WAS,2024
00-0033955,Jeremy McNichols,13,3.2,RB,WAS,2024
00-0037263,Tyler Allgeier,13,3.2,RB,ATL,2024
00-0037292,Andrew Ogletree,13,3.2,TE,IND,2024
00-0038544,Quentin Johnston,13,3.2,WR,LAC,2024
00-0039379,Jamari Thrash,13,3.1,WR,CLE,2024
00-0034418,Cedrick Wilson,13,2.9,WR,NO,2024
00-0035535,Darius Slayton,13,2.8,WR,NYG,2024
00-0035631,Drew Sample,13,2.8,TE,CIN,2024
00-0037291,Jalen Nailor,13,2.8,WR,MIN,2024
00-0038938,Jalin Hyatt,13,2.8,WR,NYG,2024
00-0039880,Malik Washington,13,2.8,WR,MIA,2024
00-0035500,Greg Dortch,13,2.7,WR,ARI,2024
00-0034981,Foster Moreau,13,2.6,TE,NO,2024
00-0038117,Wan'Dale Robinson,13,2.6,WR,NYG,2024
00-0038783,Nate Adkins,13,2.6,TE,DEN,2024
00-0039424,Devaughn Vele,13,2.6,WR,DEN,2024
00-0033526,Samaje Perine,13,2.5,RB,KC,2024
00-0038705,Emari Demercado,13,2.5,RB,ARI,2024
00-0036590,Quintin Morris,13,2.4,TE,BUF,2024
00-0038935,Brenton Strange,13,2.4,TE,JAX,2024
00-0035250,Devin Singletary,13,2.3,RB,NYG,2024
00-0036244,Colby Parkinson,13,2.3,TE,LA,2024
00-0036555,Chuba Hubbard,13,2.3,RB,CAR,2024
00-0036754,Brock Wright,13,2.3,TE,DET,2024
00-0036414,Cam Akers,13,2.2,RB,MIN,2024
00-0037834,Brock Purdy,13,2.16,QB,SF,2024
00-0029604,Kirk Cousins,13,2.1,QB,ATL,2024
00-0033857,JuJu Smith-Schuster,13,2.0,WR,KC,2024
00-0038558,Darnell Washington,13,2.0,TE,PIT,2024
00-0038797,Emanuel Wilson,13,2.0,RB,GB,2024
00-0039391,Kimani Vidal,13,2.0,RB,LAC,2024
00-0039921,Trey Benson,13,2.0,RB,ARI,2024
00-0031235,Odell Beckham,13,1.9,WR,MIA,2024
00-0039737,Tip Reiman,13,1.9,TE,ARI,2024
00-0034646,Brandon Powell,13,1.8,WR,MIN,2024
00-0034798,Durham Smythe,13,1.8,TE,MIA,2024
00-0033288,George Kittle,13,1.7,TE,SF,2024
00-0033948,Jamaal Williams,13,1.7,RB,NO,2024
00-0037741,Jahan Dotson,13,1.7,WR,PHI,2024
00-0038394,Will Mallory,13,1.7,TE,IND,2024
00-0032394,Nick Vannett,13,1.6,TE,TEN,2024
00-0035976,Dan Chisena,13,1.6,WR,CAR,2024
00-0038573,Derius Davis,13,1.6,WR,LAC,2024
00-0036429,Charlie Woerner,13,1.5,TE,ATL,2024
00-0038720,Julian Hill,13,1.5,TE,MIA,2024
00-0039066,Michael Mayer,13,1.5,TE,LV,2024
00-0036906,Khalil Herbert,13,1.4,RB,CIN,2024
00-0039359,Cade Stover,13,1.4,TE,HOU,2024
00-0037475,Stone Smartt,13,1.3,TE,LAC,2024
00-0037805,Jeremy Ruckert,13,1.3,TE,NYJ,2024
00-0038589,Josh Whyle,13,1.3,TE,TEN,2024
00-0039912,Ben Sinnott,13,1.3,TE,WAS,2024
00-0038614,Scott Matlock,13,1.2,FB,LAC,2024
00-0039062,Jonathan Mingo,13,1.2,WR,DAL,2024
00-0039373,Audric Estime,13,1.2,RB,DEN,2024
00-0037258,Dameon Pierce,13,1.1,RB,HOU,2024
00-0037654,Tucker Fisk,13,1.1,TE,LAC,2024
00-0038640,Jalen Brooks,13,1.0,WR,DAL,2024
00-0039731,J.C. Latham,13,1.0,T,TEN,2024
00-0038496,Xavier Gipson,13,0.9,WR,NYJ,2024
00-0039920,Malachi Corley,13,0.8,WR,NYJ,2024
00-0033282,Curtis Samuel,13,0.7,WR,BUF,2024
00-0036945,Justin Fields,13,0.7,QB,PIT,2024
00-0033045,Ezekiel Elliott,13,0.4,RB,DAL,2024
00-0038738,Hunter Luepke,13,0.4,FB,DAL,2024
00-0039746,Will Shipley,13,0.4,RB,PHI,2024
00-0036913,Kadarius Toney,13,0.3,WR,CLE,2024
00-0039032,Tyjae Spears,13,0.3,RB,TEN,2024
00-0036971,Trevor Lawrence,13,0.24,QB,JAX,2024
00-0036928,Kyle Trask,13,0.2,QB,TB,2024
00-0037276,Ty Chandler,13,0.2,RB,MIN,2024
00-0034162,J.K. Scott,13,0.12,P,LAC,2024
00-0025565,Nick Folk,13,0.0,K,TEN,2024
00-0026190,Calais Campbell,13,0.0,DE,MIA,2024
00-0026858,Graham Gano,13,0.0,K,NYG,2024
00-0027114,Thomas Morstead,13,0.0,P,NYJ,2024
00-0027940,Von Miller,13,0.0,DE,BUF,2024
00-0027962,Cameron Jordan,13,0.0,DE,NO,2024
00-0027969,Cameron Heyward,13,0.0,DT,PIT,2024
00-0028292,Nick Bellore,13,0.0,ILB,WAS,2024
00-0028872,Johnny Hekker,13,0.0,P,CAR,2024
00-0028899,Rodney McLeod,13,0.0,FS,CLE,2024
00-0029255,Bobby Wagner,13,0.0,ILB,WAS,2024
00-0029542,Stephon Gilmore,13,0.0,CB,MIN,2024
00-0029562,Lavonte David,13,0.0,ILB,TB,2024
00-0029597,Justin Tucker,13,0.0,K,BAL,2024
00-0029606,Harrison Smith,13,0.0,SS,MIN,2024
00-0029607,Demario Davis,13,0.0,MLB,NO,2024
00-0029692,Bryan Anger,13,0.0,P,DAL,2024
00-0029822,Brandon McManus,13,0.0,K,GB,2024
00-0030070,John Jenkins,13,0.0,DT,LV,2024
00-0030092,Sam Martin,13,0.0,P,BUF,2024
00-0030098,Dustin Hopkins,13,0.0,K,CLE,2024
00-0030114,Jordan Poyer,13,0.0,SS,MIA,2024
00-0030140,Tress Way,13,0.0,P,WAS,2024
00-0030294,Tony Jefferson,13,0.0,SS,LAC,2024
00-0030386,William Gholston,13,0.0,DE,TB,2024
00-0030431,Robert Woods,13,0.0,WR,HOU,2024
00-0030459,Tyrann Mathieu,13,0.0,FS,NO,2024
00-0030725,Cornelius Lucas,13,0.0,T,WAS,2024
00-0030757,Mike Pennel,13,0.0,NT,KC,2024
00-0031040,Khalil Mack,13,0.0,DE,LAC,2024
00-0031054,DaQuan Jones,13,0.0,DT,BUF,2024
00-0031079,Pat O'Donnell,13,0.0,P,SF,2024
00-0031136,Chris Boswell,13,0.0,K,PIT,2024
00-0031177,Brent Urban,13,0.0,DE,BAL,2024
00-0031203,Cairo Santos,13,0.0,K,CHI,2024
00-0031254,Denico Autry,13,0.0,DE,HOU,2024
00-0031270,Shelby Harris,13,0.0,DT,CLE,2024
00-0031298,Jimmie Ward,13,0.0,FS,HOU,2024
00-0031357,C.J. Goodwin,13,0.0,CB,DAL,2024
00-0031364,Jadeveon Clowney,13,0.0,OLB,CAR,2024
00-0031484,Chris Manhertz,13,0.0,TE,NYG,2024
00-0031492,Jason Myers,13,0.0,K,SEA,2024
00-0031549,Nelson Agholor,13,0.0,WR,BAL,2024
00-0031551,Eddie Goldman,13,0.0,NT,ATL,2024
00-0031554,Eric Kendricks,13,0.0,ILB,DAL,2024
00-0031565,Danielle Hunter,13,0.0,DE,HOU,2024
00-0031576,Za'Darius Smith,13,0.0,DE,DET,2024
00-0031583,Grady Jarrett,13,0.0,DT,ATL,2024
00-0031740,Neville Hewitt,13,0.0,ILB,HOU,2024
00-0031763,DeAndre Carter,13,0.0,WR,CHI,2024
00-0031795,DeShawn Williams,13,0.0,DE,CAR,2024
00-0031911,Rick Lovato,13,0.0,LS,PHI,2024
00-0031933,Leonard Williams,13,0.0,DT,SEA,2024
00-0031935,Preston Smith,13,0.0,DE,PIT,2024
00-0031936,Mitch Morse,13,0.0,C,JAX,2024
00-0031938,Carl Davis,13,0.0,NT,WAS,2024
00-0031957,Rakeem Nunez-Roches,13,0.0,NT,NYG,2024
00-0032052,Dante Fowler,13,0.0,OLB,WAS,2024
00-0032065,Bradley Pinion,13,0.0,P,ATL,2024
00-0032128,Chris Conley,13,0.0,WR,SF,2024
00-0032129,Jordan Hicks,13,0.0,ILB,CLE,2024
00-0032146,Bud Dupree,13,0.0,OLB,LAC,2024
00-0032164,Arik Armstead,13,0.0,DE,JAX,2024
00-0032195,Ronald Darby,13,0.0,CB,JAX,2024
00-0032234,Laken Tomlinson,13,0.0,G,SEA,2024
00-0032265,Mario Edwards,13,0.0,DT,HOU,2024
00-0032378,DeForest Buckner,13,0.0,DT,IND,2024
00-0032399,Miles Killebrew,13,0.0,SS,PIT,2024
00-0032401,De'Vondre Campbell,13,0.0,ILB,SF,2024
00-0032415,Matt Judon,13,0.0,OLB,ATL,2024
00-0032416,Quinton Jefferson,13,0.0,DE,BUF,2024
