player_id,name,week,ppr_points,position,team,season
00-0039157,Cody Mauch,2,0.0,G,TB,2024
00-0039167,Joey Porter,2,0.0,CB,PIT,2024
00-0039169,Devon Witherspoon,2,0.0,CB,SEA,2024
00-0039172,Jake Bates,2,0.0,K,DET,2024
00-0039236,Johnny Wilson,2,0.0,WR,PHI,2024
00-0039284,Braiden McGregor,2,0.0,DE,NYJ,2024
00-0039306,Dee Williams,2,0.0,CB,SEA,2024
00-0039309,Byron Murphy,2,0.0,DT,SEA,2024
00-0039323,Ryan Rehkow,2,0.0,P,CIN,2024
00-0039333,Brandon Codrington,2,0.0,CB,BUF,2024
00-0039340,Laiatu Latu,2,0.0,DE,IND,2024
00-0039341,Tyler Guyton,2,0.0,T,DAL,2024
00-0039343,Kamari Lassiter,2,0.0,CB,HOU,2024
00-0039345,Renardo Green,2,0.0,CB,SF,2024
00-0039346,Junior Colson,2,0.0,OLB,LAC,2024
00-0039348,Cooper Beebe,2,0.0,C,DAL,2024
00-0039351,Dominick Puni,2,0.0,G,SF,2024
00-0039352,Marist Liufau,2,0.0,ILB,DAL,2024
00-0039353,Jarrian Jones,2,0.0,CB,JAX,2024
00-0039360,Malik Mustapha,2,0.0,FS,SF,2024
00-0039363,Isaac Guerendo,2,0.0,RB,SF,2024
00-0039365,Jacob Cowing,2,0.0,WR,SF,2024
00-0039367,Xavier Thomas,2,0.0,OLB,ARI,2024
00-0039369,Cam Hart,2,0.0,CB,LAC,2024
00-0039370,J.D. Bertrand,2,0.0,ILB,ATL,2024
00-0039372,Jarvis Brownlee,2,0.0,CB,TEN,2024
00-0039377,Jaylon Carlies,2,0.0,MLB,IND,2024
00-0039378,Deantre Prince,2,0.0,CB,JAX,2024
00-0039387,Caelen Carson,2,0.0,CB,DAL,2024
00-0039392,Jha'Quan Jackson,2,0.0,WR,TEN,2024
00-0039404,Will Reichard,2,0.0,K,MIN,2024
00-0039409,Cam Little,2,0.0,K,JAX,2024
00-0039412,Javontae Jean-Baptiste,2,0.0,DE,WAS,2024
00-0039414,Daijahn Anthony,2,0.0,FS,CIN,2024
00-0039425,Myles Cole,2,0.0,DE,JAX,2024
00-0039436,Jaylen Harrell,2,0.0,OLB,TEN,2024
00-0039454,Beanie Bishop,2,0.0,CB,PIT,2024
00-0039530,Brevyn Spann-Ford,2,0.0,TE,DAL,2024
00-0039611,Matthew Hayball,2,0.0,P,NO,2024
00-0039622,Isaiah Stalbird,2,0.0,ILB,NO,2024
00-0039649,Brayden Narveson,2,0.0,K,GB,2024
00-0039681,Tyler Owens,2,0.0,SS,WAS,2024
00-0039686,Colson Yankoff,2,0.0,RB,WAS,2024
00-0039720,Taki Taimani,2,0.0,NT,MIN,2024
00-0039734,Braden Fiske,2,0.0,DT,LA,2024
00-0039745,Tory Taylor,2,0.0,P,CHI,2024
00-0039746,Will Shipley,2,0.0,RB,PHI,2024
00-0039750,Joshua Karty,2,0.0,K,LA,2024
00-0039753,Beaux Limmer,2,0.0,C,LA,2024
00-0039764,Elijah Chatman,2,0.0,DT,NYG,2024
00-0039770,Charles Woods,2,0.0,CB,LA,2024
00-0039776,Jaylen McCollough,2,0.0,FS,LA,2024
00-0039793,A.J. Barner,2,0.0,TE,SEA,2024
00-0039807,Max Melton,2,0.0,CB,ARI,2024
00-0039809,Jonah Elliss,2,0.0,OLB,DEN,2024
00-0039813,Evan Williams,2,0.0,SS,GB,2024
00-0039815,Tyrice Knight,2,0.0,MLB,SEA,2024
00-0039816,Anthony Gould,2,0.0,WR,IND,2024
00-0039821,Andru Phillips,2,0.0,CB,NYG,2024
00-0039825,Jaden Hicks,2,0.0,SS,KC,2024
00-0039826,Jeremiah Trotter,2,0.0,ILB,PHI,2024
00-0039834,Kamren Kinchens,2,0.0,FS,LA,2024
00-0039838,Calen Bullock,2,0.0,SS,HOU,2024
00-0039840,Austin Booker,2,0.0,DE,CHI,2024
00-0039844,Kingsley Suamataia,2,0.0,T,KC,2024
00-0039846,Tykee Smith,2,0.0,SS,TB,2024
00-0039850,Edgerrin Cooper,2,0.0,ILB,GB,2024
00-0039852,Jared Verse,2,0.0,OLB,LA,2024
00-0039860,Kool-Aid McKinstry,2,0.0,CB,NO,2024
00-0039861,Tyler Nubin,2,0.0,SS,NYG,2024
00-0039867,Javon Bullard,2,0.0,SS,GB,2024
00-0039868,Troy Franklin,2,0.0,WR,DEN,2024
00-0039872,Cole Bishop,2,0.0,CB,BUF,2024
00-0039888,Quinyon Mitchell,2,0.0,CB,PHI,2024
00-0039898,Mike Sainristil,2,0.0,CB,WAS,2024
00-0039901,Keon Coleman,2,0.0,WR,BUF,2024
00-0039902,Chris Braswell,2,0.0,OLB,TB,2024
00-0039903,Terrion Arnold,2,0.0,CB,DET,2024
00-0039911,Chop Robinson,2,0.0,OLB,MIA,2024
00-0039912,Ben Sinnott,2,0.0,TE,WAS,2024
00-0039924,Dallas Turner,2,0.0,OLB,MIN,2024
,Josh Gable,2,0.0,K,MIA,2024
00-0033869,Mitchell Trubisky,2,-0.2,QB,BUF,2024
00-0038998,Jake Haener,2,-0.3,QB,NO,2024
00-0038129,Cade Otton,2,-0.4,TE,TB,2024
00-0038582,Clayton Tune,2,-2.6,QB,ARI,2024
00-0036259,Jauan Jennings,3,46.5,WR,SF,2024
00-0034844,Saquon Barkley,3,33.6,RB,PHI,2024
00-0037840,Kyren Williams,3,31.6,RB,LA,2024
00-0034857,Josh Allen,3,30.92,QB,BUF,2024
00-0032764,Derrick Henry,3,30.4,RB,BAL,2024
00-0033077,Dak Prescott,3,29.86,QB,DAL,2024
00-0036900,Ja'Marr Chase,3,29.8,WR,CIN,2024
00-0039067,Rashee Rice,3,29.1,WR,KC,2024
00-0039337,Malik Nabers,3,28.2,WR,NYG,2024
00-0039910,Jayden Daniels,3,28.06,QB,WAS,2024
00-0036555,Chuba Hubbard,3,27.9,RB,CAR,2024
00-0031544,Amari Cooper,3,27.6,WR,CLE,2024
00-0034351,Dallas Goedert,3,27.0,TE,PHI,2024
00-0036223,Jonathan Taylor,3,26.5,RB,IND,2024
00-0035216,Diontae Johnson,3,26.2,WR,CAR,2024
00-0034796,Lamar Jackson,3,25.98,QB,BAL,2024
00-0033293,Aaron Jones,3,25.8,RB,MIN,2024
00-0037834,Brock Purdy,3,25.78,QB,SF,2024
00-0036290,Cole Kmet,3,25.7,TE,CHI,2024
00-0039165,Zach Charbonnet,3,25.7,RB,SEA,2024
00-0038128,Malik Willis,3,25.38,QB,GB,2024
00-0036442,Joe Burrow,3,25.36,QB,CIN,2024
00-0027973,Andy Dalton,3,24.56,QB,CAR,2024
00-0039919,Rome Odunze,3,23.4,WR,CHI,2024
00-0034869,Sam Darnold,3,23.24,QB,MIN,2024
00-0038563,Tre Tucker,3,22.6,WR,LV,2024
00-0034960,Jakobi Meyers,3,21.2,WR,LV,2024
00-0035685,David Montgomery,3,21.2,RB,DET,2024
00-0023459,Aaron Rodgers,3,21.04,QB,NYJ,2024
00-0036251,Zack Moss,3,20.7,RB,CIN,2024
00-0037239,Chris Olave,3,20.6,WR,NO,2024
00-0036963,Amon-Ra St. Brown,3,20.5,WR,DET,2024
00-0035640,DK Metcalf,3,20.4,WR,SEA,2024
00-0036322,Justin Jefferson,3,20.1,WR,MIN,2024
00-0035659,Terry McLaurin,3,20.0,WR,WAS,2024
00-0031588,Stefon Diggs,3,19.92,WR,HOU,2024
00-0037837,Calvin Austin,3,19.5,WR,PIT,2024
00-0035710,Daniel Jones,3,19.44,QB,NYG,2024
00-0039732,Bo Nix,3,19.34,QB,DEN,2024
00-0030564,DeAndre Hopkins,3,19.3,WR,TEN,2024
00-0037261,Khalil Shakir,3,19.2,WR,BUF,2024
00-0035250,Devin Singletary,3,18.8,RB,NYG,2024
00-0037238,Drake London,3,18.7,WR,ATL,2024
00-0037248,James Cook,3,18.7,RB,BUF,2024
00-0036945,Justin Fields,3,18.4,QB,PIT,2024
00-0038120,Breece Hall,3,18.3,RB,NYJ,2024
00-0039849,Marvin Harrison,3,17.4,WR,ARI,2024
00-0039918,Caleb Williams,3,17.32,QB,CHI,2024
00-0033921,Chris Godwin,3,17.3,WR,TB,2024
00-0038797,Emanuel Wilson,3,16.5,RB,GB,2024
00-0033537,Deshaun Watson,3,16.44,QB,CLE,2024
00-0033873,Patrick Mahomes,3,16.38,QB,KC,2024
00-0039139,Jahmyr Gibbs,3,16.3,RB,DET,2024
00-0038619,Andrei Iosivas,3,16.2,WR,CIN,2024
00-0034775,Christian Kirk,3,15.9,WR,JAX,2024
00-0033906,Alvin Kamara,3,15.7,RB,NO,2024
00-0038041,Jake Ferguson,3,15.5,TE,DAL,2024
00-0034827,D.J. Moore,3,15.2,WR,CHI,2024
00-0036912,DeVonta Smith,3,14.9,WR,PHI,2024
00-0038621,Demario Douglas,3,14.8,WR,NE,2024
00-0035228,Kyler Murray,3,14.78,QB,ARI,2024
00-0036309,Darnell Mooney,3,14.6,WR,ATL,2024
00-0033106,Jared Goff,3,14.56,QB,DET,2024
00-0038559,Michael Wilson,3,14.4,WR,ARI,2024
00-0034270,Tyler Conklin,3,14.3,TE,NYJ,2024
00-0037740,Garrett Wilson,3,14.3,WR,NYJ,2024
00-0037801,Kavontae Turpin,3,14.2,WR,DAL,2024
00-0035289,Gardner Minshew,3,13.96,QB,LV,2024
00-0034348,Courtland Sutton,3,13.8,WR,DEN,2024
00-0034521,Allen Lazard,3,13.8,WR,NYJ,2024
00-0033699,Austin Ekeler,3,13.7,RB,WAS,2024
00-0035537,Ty Johnson,3,13.6,RB,BUF,2024
00-0036893,Najee Harris,3,13.6,RB,PIT,2024
00-0039152,Will Levis,3,13.6,QB,TEN,2024
00-0034972,Alexander Mattison,3,13.4,RB,LV,2024
00-0036849,Tutu Atwell,3,13.3,WR,LA,2024
00-0037666,Jalen Tolbert,3,13.2,WR,DAL,2024
00-0038542,Bijan Robinson,3,13.2,RB,ATL,2024
00-0038117,Wan'Dale Robinson,3,13.1,WR,NYG,2024
00-0038933,Dalton Kincaid,3,13.1,TE,BUF,2024
00-0030035,Adam Thielen,3,13.0,WR,CAR,2024
00-0026498,Matthew Stafford,3,12.84,QB,LA,2024
00-0036554,Nico Collins,3,12.6,WR,HOU,2024
00-0036973,Travis Etienne,3,12.5,RB,JAX,2024
00-0037291,Jalen Nailor,3,12.4,WR,MIN,2024
00-0038544,Quentin Johnston,3,12.4,WR,LAC,2024
00-0035644,Noah Fant,3,12.0,TE,SEA,2024
00-0036550,Rashod Bateman,3,11.8,WR,BAL,2024
00-0039361,Bucky Irving,3,11.4,RB,TB,2024
00-0030565,Geno Smith,3,11.36,QB,SEA,2024
00-0038977,Tank Dell,3,11.2,WR,HOU,2024
00-0029604,Kirk Cousins,3,11.1,QB,ATL,2024
00-0035243,Miles Sanders,3,11.0,RB,CAR,2024
00-0036389,Jalen Hurts,3,10.94,QB,PHI,2024
00-0039146,Jayden Reed,3,10.9,WR,GB,2024
00-0037525,Jordan Mason,3,10.8,RB,SF,2024
00-0037247,George Pickens,3,10.7,WR,PIT,2024
00-0037746,Brian Robinson,3,10.7,RB,WAS,2024
00-0039021,Roschon Johnson,3,10.2,RB,CHI,2024
00-0039032,Tyjae Spears,3,10.1,RB,TEN,2024
00-0037267,Jerome Ford,3,10.0,RB,CLE,2024
00-0036414,Cam Akers,3,9.9,RB,HOU,2024
00-0036261,Brandon Aiyuk,3,9.8,WR,SF,2024
00-0039163,C.J. Stroud,3,9.8,QB,HOU,2024
00-0039794,Braelon Allen,3,9.8,RB,NYJ,2024
00-0039893,Brian Thomas,3,9.8,WR,JAX,2024
00-0033857,JuJu Smith-Schuster,3,9.7,WR,KC,2024
00-0035406,Lil'Jordan Humphrey,3,9.7,WR,DEN,2024
00-0038129,Cade Otton,3,9.7,TE,TB,2024
00-0032211,Tyler Lockett,3,9.6,WR,SEA,2024
00-0036971,Trevor Lawrence,3,9.42,QB,JAX,2024
00-0039901,Keon Coleman,3,9.4,WR,BUF,2024
00-0039875,Ray Davis,3,9.3,RB,BUF,2024
00-0038935,Brenton Strange,3,9.2,TE,JAX,2024
00-0036355,Justin Herbert,3,9.0,QB,LAC,2024
00-0032394,Nick Vannett,3,8.9,TE,TEN,2024
00-0038597,Chase Brown,3,8.9,RB,CIN,2024
00-0030061,Zach Ertz,3,8.8,TE,WAS,2024
00-0039040,Devon Achane,3,8.8,RB,MIA,2024
00-0034829,Mike Gesicki,3,8.7,TE,CIN,2024
00-0036358,CeeDee Lamb,3,8.7,WR,DAL,2024
00-0036407,Jerry Jeudy,3,8.7,WR,CLE,2024
00-0038124,Christian Watson,3,8.7,WR,GB,2024
00-0036139,Rico Dowdle,3,8.6,RB,DAL,2024
00-0034855,Baker Mayfield,3,8.52,QB,TB,2024
00-0037256,Rachaad White,3,8.5,RB,TB,2024
00-0036158,J.K. Dobbins,3,8.4,RB,LAC,2024
00-0038794,Jaleel McLaughlin,3,8.4,RB,DEN,2024
00-0039325,Carson Steele,3,8.4,RB,KC,2024
00-0038589,Josh Whyle,3,8.3,TE,TEN,2024
00-0031381,Davante Adams,3,8.0,WR,LV,2024
00-0031280,Derek Carr,3,7.98,QB,NO,2024
00-0036970,Kyle Pitts,3,7.9,TE,ATL,2024
00-0030578,Cordarrelle Patterson,3,7.8,RB,PIT,2024
00-0036252,Michael Pittman,3,7.6,WR,IND,2024
00-0036984,Trey Sermon,3,7.6,RB,IND,2024
00-0034975,Justice Hill,3,7.4,RB,BAL,2024
00-0036754,Brock Wright,3,7.4,TE,DET,2024
00-0039355,Luke McCaffrey,3,7.4,WR,WAS,2024
00-0039915,Ladd McConkey,3,7.4,WR,LAC,2024
00-0036894,Pat Freiermuth,3,7.3,TE,PIT,2024
00-0038579,Aidan O'Connell,3,7.28,QB,LV,2024
00-0033246,Johnny Mundt,3,7.2,TE,MIN,2024
00-0034571,Trenton Scott,3,7.1,T,WAS,2024
00-0039338,Brock Bowers,3,7.1,TE,LV,2024
00-0030506,Travis Kelce,3,7.0,TE,KC,2024
00-0033040,Tyreek Hill,3,7.0,WR,MIA,2024
00-0033526,Samaje Perine,3,7.0,RB,KC,2024
00-0037085,Tyler Badie,3,7.0,RB,DEN,2024
00-0034364,Jordan Akins,3,6.9,TE,CLE,2024
00-0036410,Tee Higgins,3,6.9,WR,CIN,2024
00-0038543,Jaxon Smith-Njigba,3,6.9,WR,SEA,2024
00-0036328,Antonio Gibson,3,6.7,RB,NE,2024
00-0031549,Nelson Agholor,3,6.6,WR,BAL,2024
00-0036613,Jaylen Waddle,3,6.6,WR,MIA,2024
00-0035500,Greg Dortch,3,6.5,WR,ARI,2024
00-0033536,Mike Williams,3,6.4,WR,NYJ,2024
00-0033009,Tyler Boyd,3,6.3,WR,TEN,2024
00-0036275,D'Andre Swift,3,6.2,RB,CHI,2024
00-0039342,Xavier Legette,3,6.2,WR,CAR,2024
00-0039814,Erick All,3,6.2,TE,CIN,2024
00-0033576,Eric Saubert,3,6.1,TE,SF,2024
00-0036997,Javonte Williams,3,6.1,RB,DEN,2024
00-0038738,Hunter Luepke,3,6.1,FB,DAL,2024
00-0039384,Tyrone Tracy,3,6.0,RB,NYG,2024
00-0033591,Noah Brown,3,5.9,WR,WAS,2024
00-0035261,Tony Pollard,3,5.9,RB,TEN,2024
00-0037005,Tommy Tremble,3,5.9,TE,CAR,2024
00-0035700,Josh Jacobs,3,5.8,RB,GB,2024
00-0039751,Jordan Whittington,3,5.8,WR,LA,2024
00-0034407,Ray-Ray McCloud,3,5.7,WR,ATL,2024
00-0033943,Josh Reynolds,3,5.6,WR,DEN,2024
00-0039065,Sam LaPorta,3,5.6,TE,DET,2024
00-0037744,Trey McBride,3,5.5,TE,ARI,2024
00-0037664,Alec Pierce,3,5.4,WR,IND,2024
00-0039064,Zay Flowers,3,5.3,WR,BAL,2024
00-0031763,DeAndre Carter,3,5.2,WR,CHI,2024
00-0033282,Curtis Samuel,3,5.2,WR,BUF,2024
00-0038997,Josh Downs,3,5.2,WR,IND,2024
00-0035298,Scott Miller,3,5.1,WR,PIT,2024
00-0036244,Colby Parkinson,3,5.1,TE,LA,2024
00-0039164,Anthony Richardson,3,5.08,QB,IND,2024
00-0036427,Tyler Johnson,3,5.0,WR,LA,2024
00-0036876,Kylen Granson,3,5.0,TE,IND,2024
00-0039062,Jonathan Mingo,3,5.0,WR,CAR,2024
00-0039894,Xavier Worthy,3,5.0,WR,KC,2024
00-0034159,Will Dissly,3,4.9,TE,LAC,2024
00-0033854,Dare Ogunbowale,3,4.8,RB,HOU,2024
00-0035125,Alec Ingold,3,4.4,FB,MIA,2024
00-0038720,Julian Hill,3,4.4,TE,MIA,2024
00-0038996,Tucker Kraft,3,4.4,TE,GB,2024
00-0039793,A.J. Barner,3,4.3,TE,SEA,2024
00-0037327,Skylar Thompson,3,4.28,QB,MIA,2024
00-0032775,Demarcus Robinson,3,4.2,WR,LA,2024
00-0036620,D'Wayne Eskridge,3,4.0,WR,MIA,2024
00-0038046,Charlie Kolar,3,4.0,TE,BAL,2024
00-0033119,Jacoby Brissett,3,3.92,QB,NE,2024
00-0030431,Robert Woods,3,3.8,WR,HOU,2024
00-0033858,Jonnu Smith,3,3.8,TE,MIA,2024
00-0036196,Gabe Davis,3,3.8,WR,JAX,2024
00-0038606,Parker Washington,3,3.8,WR,JAX,2024
00-0034177,Tim Boyle,3,3.76,QB,MIA,2024
00-0031408,Mike Evans,3,3.7,WR,TB,2024
00-0036980,Elijah Moore,3,3.7,WR,CLE,2024
00-0031236,Brandin Cooks,3,3.6,WR,DAL,2024
00-0036626,Dyami Brown,3,3.6,WR,WAS,2024
00-0038496,Xavier Gipson,3,3.6,WR,NYJ,2024
00-0033553,James Conner,3,3.5,RB,ARI,2024
00-0034830,Hayden Hurst,3,3.5,TE,LAC,2024
00-0037805,Jeremy Ruckert,3,3.5,TE,NYJ,2024
00-0037809,Chigoziem Okonkwo,3,3.5,TE,TEN,2024
00-0038040,Zamir White,3,3.4,RB,LV,2024
00-0038640,Jalen Brooks,3,3.4,WR,DAL,2024
00-0032104,Ameer Abdullah,3,3.3,RB,LV,2024
00-0035639,Parris Campbell,3,3.3,WR,PHI,2024
00-0039907,Ja'Lynn Polk,3,3.3,WR,NE,2024
00-0036919,Kenneth Gainwell,3,3.2,RB,PHI,2024
00-0037263,Tyler Allgeier,3,3.2,RB,ATL,2024
00-0036898,Davis Mills,3,3.16,QB,HOU,2024
00-0034383,Dalton Schultz,3,3.1,TE,HOU,2024
00-0039623,Mason Tipton,3,3.1,WR,NO,2024
00-0039868,Troy Franklin,3,3.1,WR,DEN,2024
00-0032392,Austin Hooper,3,2.9,TE,NE,2024
00-0033090,Hunter Henry,3,2.9,TE,NE,2024
00-0037741,Jahan Dotson,3,2.8,WR,PHI,2024
00-0037816,Romeo Doubs,3,2.8,WR,GB,2024
00-0036646,Simi Fehoko,3,2.7,WR,LAC,2024
00-0038115,Daniel Bellinger,3,2.7,TE,NYG,2024
00-0033555,Mack Hollins,3,2.6,WR,BUF,2024
00-0034386,Justin Watson,3,2.3,WR,KC,2024
00-0034646,Brandon Powell,3,2.3,WR,MIN,2024
00-0036096,J.J. Taylor,3,2.3,RB,HOU,2024
00-0036422,Adam Trautman,3,2.3,TE,DEN,2024
00-0036637,Noah Gray,3,2.3,TE,KC,2024
00-0038622,Deuce Vaughn,3,2.3,RB,DAL,2024
00-0039847,Theo Johnson,3,2.3,TE,NYG,2024
00-0033045,Ezekiel Elliott,3,2.2,RB,DAL,2024
00-0038647,Ronnie Bell,3,2.2,WR,SF,2024
00-0037132,Britain Covey,3,2.1,WR,PHI,2024
00-0039041,Elijah Higgins,3,2.1,TE,ARI,2024
00-0039851,Drake Maye,3,2.08,QB,NE,2024
00-0033439,Pharaoh Brown,3,1.9,TE,SEA,2024
00-0034837,Calvin Ridley,3,1.9,WR,TEN,2024
00-0037742,Treylon Burks,3,1.9,WR,TEN,2024
00-0038976,Marvin Mims,3,1.9,WR,DEN,2024
00-0039236,Johnny Wilson,3,1.9,WR,PHI,2024
00-0039363,Isaac Guerendo,3,1.9,RB,SF,2024
00-0033375,Tim Patrick,3,1.8,WR,DET,2024
00-0034487,Trent Sherfield,3,1.8,WR,MIN,2024
00-0036332,Josiah Deguara,3,1.8,TE,JAX,2024
00-0039050,Payne Durham,3,1.8,TE,TB,2024
00-0034272,Marquez Valdes-Scantling,3,1.7,WR,BUF,2024
00-0035535,Darius Slayton,3,1.7,WR,NYG,2024
00-0035689,Dawson Knox,3,1.7,TE,BUF,2024
00-0039066,Michael Mayer,3,1.7,TE,LV,2024
00-0039874,Jaylen Wright,3,1.7,RB,MIA,2024
00-0029892,Kyle Juszczyk,3,1.6,FB,SF,2024
00-0038783,Nate Adkins,3,1.6,TE,DEN,2024
00-0039855,Jalen McMillan,3,1.6,WR,TB,2024
00-0038547,Luke Schoonmaker,3,1.5,TE,DAL,2024
00-0034115,Jeffery Wilson,3,1.4,RB,MIA,2024
00-0037838,Isaiah Likely,3,1.4,TE,BAL,2024
00-0038979,Cedric Tillman,3,1.4,WR,CLE,2024
00-0034418,Cedrick Wilson,3,1.3,WR,NO,2024
00-0034798,Durham Smythe,3,1.3,TE,MIA,2024
00-0037276,Ty Chandler,3,1.3,RB,MIN,2024
00-0039144,Luke Musgrave,3,1.3,TE,GB,2024
00-0034981,Foster Moreau,3,1.2,TE,NO,2024
00-0035628,D'Ernest Johnson,3,1.2,RB,JAX,2024
00-0036268,Laviska Shenault Jr.,3,1.2,WR,SEA,2024
00-0037240,Jameson Williams,3,1.2,WR,DET,2024
00-0037304,Connor Heyward,3,1.2,TE,PIT,2024
00-0038608,Kayshon Boutte,3,1.2,WR,NE,2024
00-0036887,Luke Farrell,3,1.1,TE,JAX,2024
00-0037228,Jaylen Warren,3,1.1,RB,PIT,2024
00-0037348,Tanner Conner,3,1.1,WR,MIA,2024
00-0038636,Kenny McIntosh,3,1.1,RB,SEA,2024
00-0037243,Tyler Smith,3,1.0,G,DAL,2024
00-0031800,Taylor Heinicke,3,0.96,QB,LAC,2024
00-0033948,Jamaal Williams,3,0.9,RB,NO,2024
00-0034184,Gus Edwards,3,0.9,RB,LAC,2024
00-0036331,Devin Duvernay,3,0.9,WR,JAX,2024
00-0036906,Khalil Herbert,3,0.9,RB,CHI,2024
00-0037557,Ronnie Rivers,3,0.9,RB,LA,2024
00-0038555,Tank Bigsby,3,0.9,RB,JAX,2024
00-0038573,Derius Davis,3,0.8,WR,LAC,2024
00-0039921,Trey Benson,3,0.8,RB,ARI,2024
00-0038705,Emari Demercado,3,0.7,RB,ARI,2024
00-0039798,Isaiah Davis,3,0.6,RB,NYJ,2024
00-0033925,D'Onta Foreman,3,0.5,RB,CLE,2024
00-0035806,Jamycal Hasty,3,0.5,RB,NE,2024
00-0038951,Sean Tucker,3,0.4,RB,TB,2024
00-0036875,Rhamondre Stevenson,3,0.3,RB,NE,2024
00-0038685,Christopher Brooks,3,0.3,RB,GB,2024
00-0032701,Jake Brendel,3,0.2,C,SF,2024
00-0039603,British Brooks,3,0.2,RB,HOU,2024
00-0031503,Jameis Winston,3,0.1,QB,CLE,2024
00-0033955,Jeremy McNichols,3,0.1,RB,WAS,2024
00-0033869,Mitchell Trubisky,3,0.02,QB,BUF,2024
00-0023853,Matt Prater,3,0.0,K,ARI,2024
00-0024243,Marcedes Lewis,3,0.0,TE,CHI,2024
00-0025565,Nick Folk,3,0.0,K,TEN,2024
00-0026190,Calais Campbell,3,0.0,DE,MIA,2024
00-0027114,Thomas Morstead,3,0.0,P,NYJ,2024
00-0027857,Trent Williams,3,0.0,T,SF,2024
00-0027865,Brandon Graham,3,0.0,DE,PHI,2024
00-0027881,Jerry Hughes,3,0.0,DE,HOU,2024
00-0027940,Von Miller,3,0.0,DE,BUF,2024
00-0027969,Cameron Heyward,3,0.0,DT,PIT,2024
00-0028171,Lawrence Guy,3,0.0,DT,CIN,2024
00-0028292,Nick Bellore,3,0.0,ILB,WAS,2024
00-0028872,Johnny Hekker,3,0.0,P,CAR,2024
00-0028899,Rodney McLeod,3,0.0,FS,CLE,2024
00-0029255,Bobby Wagner,3,0.0,ILB,WAS,2024
00-0029542,Stephon Gilmore,3,0.0,CB,MIN,2024
00-0029562,Lavonte David,3,0.0,ILB,TB,2024
00-0029597,Justin Tucker,3,0.0,K,BAL,2024
00-0029606,Harrison Smith,3,0.0,SS,MIN,2024
00-0029607,Demario Davis,3,0.0,MLB,NO,2024
00-0029621,Greg Zuerlein,3,0.0,K,NYJ,2024
00-0029685,Greg Van Roten,3,0.0,G,NYG,2024
00-0029692,Bryan Anger,3,0.0,P,DAL,2024
00-0030062,Darius Slay,3,0.0,CB,PHI,2024
00-0030063,Johnathan Hankins,3,0.0,DT,SEA,2024
00-0030067,Terron Armstead,3,0.0,T,MIA,2024
00-0030070,John Jenkins,3,0.0,DT,LV,2024
00-0030092,Sam Martin,3,0.0,P,BUF,2024
00-0030098,Dustin Hopkins,3,0.0,K,CLE,2024
00-0030114,Jordan Poyer,3,0.0,SS,MIA,2024
00-0030459,Tyrann Mathieu,3,0.0,FS,NO,2024
00-0030615,James Winchester,3,0.0,LS,KC,2024
00-0030757,Mike Pennel,3,0.0,NT,KC,2024
00-0030957,Casey Kreiter,3,0.0,LS,NYG,2024
00-0031040,Khalil Mack,3,0.0,DE,LAC,2024
00-0031054,DaQuan Jones,3,0.0,DT,BUF,2024
00-0031136,Chris Boswell,3,0.0,K,PIT,2024
00-0031203,Cairo Santos,3,0.0,K,CHI,2024
00-0031270,Shelby Harris,3,0.0,DT,CLE,2024
00-0031298,Jimmie Ward,3,0.0,FS,HOU,2024
00-0031330,Morgan Moses,3,0.0,T,NYJ,2024
00-0031357,C.J. Goodwin,3,0.0,CB,DAL,2024
00-0031360,Kyle Van Noy,3,0.0,OLB,BAL,2024
00-0031364,Jadeveon Clowney,3,0.0,OLB,CAR,2024
00-0031411,Demarcus Lawrence,3,0.0,DE,DAL,2024
00-0031426,Joel Bitonio,3,0.0,G,CLE,2024
00-0031484,Chris Manhertz,3,0.0,TE,NYG,2024
00-0031492,Jason Myers,3,0.0,K,SEA,2024
00-0031550,Shaq Thompson,3,0.0,ILB,CAR,2024
00-0031551,Eddie Goldman,3,0.0,NT,ATL,2024
00-0031554,Eric Kendricks,3,0.0,ILB,DAL,2024
00-0031565,Danielle Hunter,3,0.0,DE,HOU,2024
00-0031576,Za'Darius Smith,3,0.0,DE,CLE,2024
00-0031583,Grady Jarrett,3,0.0,DT,ATL,2024
00-0031608,Quandre Diggs,3,0.0,FS,TEN,2024
00-0031785,Troy Hill,3,0.0,CB,CAR,2024
00-0031795,DeShawn Williams,3,0.0,DE,CAR,2024
00-0031898,Alex Singleton,3,0.0,ILB,DEN,2024
00-0031935,Preston Smith,3,0.0,DE,GB,2024
00-0031957,Rakeem Nunez-Roches,3,0.0,NT,NYG,2024
00-0032052,Dante Fowler,3,0.0,OLB,WAS,2024
00-0032053,Brandon Scherff,3,0.0,G,JAX,2024
00-0032065,Bradley Pinion,3,0.0,P,ATL,2024
00-0032103,Denzel Perryman,3,0.0,ILB,LAC,2024
00-0032128,Chris Conley,3,0.0,WR,SF,2024
00-0032129,Jordan Hicks,3,0.0,ILB,CLE,2024
00-0032146,Bud Dupree,3,0.0,OLB,LAC,2024
00-0032164,Arik Armstead,3,0.0,DE,JAX,2024
00-0032195,Ronald Darby,3,0.0,CB,JAX,2024
00-0032228,Joe Cardona,3,0.0,LS,NE,2024
00-0032234,Laken Tomlinson,3,0.0,G,SEA,2024
00-0032265,Mario Edwards,3,0.0,DT,HOU,2024
00-0032380,Laremy Tunsil,3,0.0,T,HOU,2024
00-0032381,Taylor Decker,3,0.0,T,DET,2024
