player_id,ppr_points_total,name,position,team,season
00-0036930,0.0,Landon Young,T,NO,2024
00-0036874,0.0,Patrick Surtain,CB,DEN,2024
00-0036871,0.0,Nate Hobbs,CB,LV,2024
00-0036870,0.0,Buddy Johnson,ILB,DAL,2024
00-0036869,0.0,Dan Moore,T,PIT,2024
00-0036866,0.0,James Hudson,T,CLE,2024
00-0036865,0.0,Jackson Carman,T,MIA,2024
00-0036854,0.0,Evan McPherson,K,CIN,2024
00-0036914,0.0,Gregory Rousseau,DE,BUF,2024
00-0036909,0.0,Khyiris Tonga,NT,ARI,2024
00-0036961,0.0,Richie Grant,SS,ATL,2024
00-0036957,0.0,Drew Dalman,C,ATL,2024
00-0036956,0.0,Darren Hall,FS,ARI,2024
00-0036954,0.0,Levi Onwuzurike,DE,DET,2024
00-0036953,0.0,Teven Jenkins,T,CHI,2024
00-0036952,0.0,Jonathon Cooper,OLB,DEN,2024
00-0036902,0.0,Joseph Ossai,DE,CIN,2024
00-0036901,0.0,Eric Stokes,CB,GB,2024
00-0036896,0.0,Victor Dimukeje,OLB,ARI,2024
00-0036895,0.0,Elerson Smith,OLB,CLE,2024
00-0036888,0.0,Damar Hamlin,SS,BUF,2024
00-0036885,0.0,Tre Brown,CB,SEA,2024
00-0036940,0.0,Odafe Oweh,OLB,BAL,2024
00-0032939,0.0,Vonn Bell,SS,CIN,2024
00-0032933,0.0,Antonio Hamilton,CB,ATL,2024
00-0036982,0.0,Chauncey Golston,DE,DAL,2024
00-0036981,0.0,Christian Barmore,DT,NE,2024
00-0036979,0.0,Alijah Vera-Tucker,G,NYJ,2024
00-0036977,0.0,Ben Cleveland,G,BAL,2024
00-0036976,0.0,Spencer Brown,T,BUF,2024
00-0036975,0.0,Walker Little,T,JAX,2024
00-0036927,0.0,Pete Werner,ILB,NO,2024
00-0036926,0.0,Payton Turner,DE,NO,2024
00-0036922,0.0,Patrick Johnson,OLB,NYG,2024
00-0036920,0.0,Marlon Tuipulotu,DT,KC,2024
00-0036916,0.0,Milton Williams,DT,PHI,2024
00-0036915,0.0,Jeremiah Owusu-Koramoah,OLB,CLE,2024
00-0036962,0.0,Trevon Moehrig,FS,LV,2024
00-0036948,0.0,Ta'Quon Graham,DE,ATL,2024
00-0036944,0.0,Jaycee Horn,CB,CAR,2024
00-0036943,0.0,Mitchell Fraboni,LS,DEN,2024
00-0036942,0.0,Osa Odighizuwa,DT,DAL,2024
00-0036941,0.0,Andre Cisco,SS,JAX,2024
00-0033051,0.0,David Onyemata,DT,ATL,2024
00-0033046,0.0,Jihad Ward,OLB,MIN,2024
00-0033038,0.0,Eric Murray,FS,HOU,2024
00-0033269,0.0,Rigoberto Sanchez,P,IND,2024
00-0033260,0.0,Thomas Hennessy,LS,NYJ,2024
00-0033251,0.0,Zach Pascal,WR,ARI,2024
00-0032965,0.0,Ronnie Stanley,T,BAL,2024
00-0032954,0.0,Isaac Seumalo,G,PIT,2024
00-0032942,0.0,Kevon Seymour,CB,WAS,2024
00-0037075,0.0,Devonte Wyatt,DT,GB,2024
00-0037074,0.0,Quay Walker,ILB,GB,2024
00-0037073,0.0,Jordan Davis,DT,PHI,2024
00-0037057,0.0,Keir Thomas,OLB,LA,2024
00-0036974,0.0,Tyson Campbell,CB,JAX,2024
00-0036968,0.0,Brady Christensen,G,CAR,2024
00-0036967,0.0,Joe Tryon,OLB,TB,2024
00-0036964,0.0,Derrick Barnes,ILB,DET,2024
00-0037003,0.0,Chazz Surratt,ILB,NYJ,2024
00-0037002,0.0,Landon Dickerson,G,PHI,2024
00-0037001,0.0,Quinn Meinerz,G,DEN,2024
00-0037000,0.0,Monty Rice,ILB,NE,2024
00-0036998,0.0,Jevon Holland,SS,MIA,2024
00-0036950,0.0,Avery Williams,RB,ATL,2024
00-0036949,0.0,Adetokunbo Ogundeji,OLB,PIT,2024
00-0037112,0.0,Jake Tonges,TE,SF,2024
00-0037109,0.0,Jack Sanborn,ILB,CHI,2024
00-0037106,0.0,Jaylon Jones,CB,CHI,2024
00-0037097,0.0,Trenton Gill,P,TB,2024
00-0037096,0.0,Elijah Hicks,FS,CHI,2024
00-0034746,0.0,Maurice Hurst,DT,CLE,2024
00-0034445,0.0,Nick Gates,C,PHI,2024
00-0034437,0.0,Logan Cooke,P,JAX,2024
00-0034431,0.0,Zaire Franklin,OLB,IND,2024
00-0034429,0.0,Jordan Mailata,T,PHI,2024
00-0034424,0.0,Matthew Adams,OLB,NYG,2024
00-0034419,0.0,Braxton Berrios,WR,MIA,2024
00-0034417,0.0,Matt Pryor,T,CHI,2024
00-0034413,0.0,Foyesade Oluokun,ILB,JAX,2024
00-0034399,0.0,Wyatt Teller,G,CLE,2024
00-0034668,0.0,Aaron Stinnie,G,NYG,2024
00-0034639,0.0,Mike Ford,CB,CLE,2024
00-0034797,0.0,Jerome Baker,ILB,SEA,2024
00-0036996,0.0,Greg Newsome,CB,CLE,2024
00-0036995,0.0,Baron Browning,OLB,DEN,2024
00-0036994,0.0,Ernest Jones,ILB,TEN,2024
00-0036993,0.0,Ifeatu Melifonwu,CB,DET,2024
00-0036992,0.0,Elijah Molden,CB,LAC,2024
00-0036987,0.0,Brandon Stephens,FS,BAL,2024
00-0037082,0.0,Dominique Robinson,DE,CHI,2024
00-0037081,0.0,Braxton Jones,T,CHI,2024
00-0037079,0.0,Tariq Woolen,CB,SEA,2024
00-0037076,0.0,Sean Rhyan,G,GB,2024
00-0037196,0.0,Rasheed Walker,T,GB,2024
00-0037195,0.0,Jaylen Watson,CB,KC,2024
00-0037193,0.0,Bryan Cook,FS,KC,2024
00-0037192,0.0,George Karlaftis,DE,KC,2024
00-0037191,0.0,Trent McDuffie,CB,KC,2024
00-0037190,0.0,Ahmad Gardner,CB,NYJ,2024
00-0037051,0.0,Elijah Garcia,DE,NYG,2024
00-0037043,0.0,Amare Barno,OLB,CAR,2024
00-0037034,0.0,Dee Alford,CB,ATL,2024
00-0037010,0.0,Liam Eichenberg,G,MIA,2024
00-0037009,0.0,Rashawn Slater,T,LAC,2024
00-0037007,0.0,Patrick Jones,OLB,MIN,2024
00-0037130,0.0,Reed Blankenship,SS,PHI,2024
00-0037244,0.0,Devin Lloyd,ILB,JAX,2024
00-0037242,0.0,Kaiir Elam,CB,BUF,2024
00-0037241,0.0,Trevor Penning,T,NO,2024
00-0037237,0.0,Derek Stingley,CB,HOU,2024
00-0037236,0.0,Aidan Hutchinson,DE,DET,2024
00-0037235,0.0,Travon Walker,DE,JAX,2024
00-0037094,0.0,Jonathan Ford,DT,CHI,2024
00-0037093,0.0,Dareke Young,WR,SEA,2024
00-0037088,0.0,Doug Kramer,C,CHI,2024
00-0037083,0.0,Kingsley Enagbare,DE,GB,2024
00-0037203,0.0,LaBryan Ray,DE,CAR,2024
00-0037198,0.0,Nazeeh Johnson,CB,KC,2024
00-0037208,0.0,Jack Cochrane,ILB,KC,2024
00-0037205,0.0,Brenden Schooler,FS,NE,2024
00-0037262,0.0,Thomas Booker,DT,PHI,2024
00-0037260,0.0,D.J. Davidson,DT,NYG,2024
00-0037259,0.0,Micah McFadden,MLB,NYG,2024
00-0037255,0.0,Dylan Parham,G,LV,2024
00-0037254,0.0,Terrel Bernard,MLB,BUF,2024
00-0037184,0.0,Josh Ross,ILB,BAL,2024
00-0037179,0.0,Jeremiah Moon,OLB,PIT,2024
00-0037156,0.0,Irvin Charles,WR,NYJ,2024
00-0037155,0.0,Tony Adams,FS,NYJ,2024
00-0037153,0.0,Vi Jones,ILB,TB,2024
00-0037141,0.0,Joey Blount,FS,ARI,2024
00-0037137,0.0,Josh Jobe,CB,SEA,2024
00-0037251,0.0,Alex Wright,DE,CLE,2024
00-0037250,0.0,Martin Emerson,CB,CLE,2024
00-0037249,0.0,Nik Bonitto,OLB,DEN,2024
00-0037246,0.0,Jalen Pitre,FS,HOU,2024
00-0037283,0.0,John Ridgeway,DT,NO,2024
00-0037281,0.0,Damone Clark,ILB,DAL,2024
00-0037280,0.0,Matthew Butler,DT,LV,2024
00-0037278,0.0,Luke Wattenberg,C,DEN,2024
00-0037275,0.0,Daron Bland,CB,DAL,2024
00-0037274,0.0,Esezi Otomewo,DE,JAX,2024
00-0037272,0.0,Montrell Washington,WR,KC,2024
00-0037229,0.0,Ikem Ekwonu,T,CAR,2024
00-0037224,0.0,Cameron Dicker,K,LAC,2024
00-0037216,0.0,Justyn Ross,WR,KC,2024
00-0032753,0.0,Luke Rhodes,LS,IND,2024
00-0032726,0.0,Ka'imi Fairbairn,K,HOU,2024
00-0032671,0.0,Morgan Fox,DT,LAC,2024
00-0034382,0.0,Marquis Haynes,OLB,CAR,2024
00-0034381,0.0,Josh Sweat,OLB,PHI,2024
00-0034377,0.0,Avonte Maddox,CB,PHI,2024
00-0034376,0.0,Taron Johnson,CB,BUF,2024
00-0034375,0.0,Kyzir White,ILB,ARI,2024
00-0034374,0.0,Jordan Whitehead,SS,TB,2024
00-0034373,0.0,Dorance Armstrong,DE,WAS,2024
00-0034371,0.0,Da'Shawn Hand,DE,MIA,2024
00-0034368,0.0,Josey Jewell,ILB,CAR,2024
00-0034465,0.0,Jeremy Reaves,FS,WAS,2024
00-0034461,0.0,Bruce Hector,DT,NYJ,2024
00-0034473,0.0,Dennis Gardeck,OLB,ARI,2024
00-0034759,0.0,Kolton Miller,T,LV,2024
00-0034756,0.0,Tre Flowers,CB,JAX,2024
00-0034754,0.0,Oren Burks,OLB,PHI,2024
00-0034752,0.0,Orlando Brown,T,CIN,2024
00-0032667,0.0,Roy Robertson-Harris,DT,JAX,2024
00-0037307,0.0,Ja'Sir Taylor,CB,LAC,2024
00-0037301,0.0,Theo Jackson,FS,MIN,2024
00-0037299,0.0,Keaontay Ingram,RB,KC,2024
00-0037298,0.0,Sam Roberts,DE,CAR,2024
00-0037297,0.0,Cade Mays,G,CAR,2024
00-0037271,0.0,D'Marco Jackson,MLB,NO,2024
00-0037270,0.0,Otito Ogbonnia,DT,LAC,2024
00-0037269,0.0,Eric Johnson,DT,NE,2024
00-0037268,0.0,Zyon McCollum,CB,TB,2024
00-0037266,0.0,Matt Waletzko,T,DAL,2024
00-0037311,0.0,Ko Kieft,TE,TB,2024
00-0037310,0.0,James Houston,DE,DET,2024
00-0032892,0.0,Nick Vigil,ILB,DAL,2024
00-0032891,0.0,Daryl Worley,FS,TEN,2024
00-0032889,0.0,A'Shawn Robinson,DE,CAR,2024
00-0032803,0.0,Jalen Mills,CB,NYJ,2024
00-0033093,0.0,Jonathan Bullard,DE,MIN,2024
00-0033084,0.0,Kendall Fuller,CB,MIA,2024
00-0033082,0.0,Lucas Patrick,G,NO,2024
00-0032762,0.0,Chris Jones,DT,KC,2024
00-0032759,0.0,Sheldon Rankins,DT,CIN,2024
00-0037387,0.0,Jalen Virgil,WR,BUF,2024
00-0037295,0.0,Jamaree Salyer,G,LAC,2024
00-0037294,0.0,Jordan Jackson,DE,DEN,2024
00-0037289,0.0,Malcolm Rodriguez,ILB,DET,2024
00-0037288,0.0,Christian Benford,CB,BUF,2024
00-0037356,0.0,Ben Stille,DT,TB,2024
00-0037353,0.0,Kader Kohou,CB,MIA,2024
00-0037336,0.0,Brock Hoffman,C,DAL,2024
00-0037332,0.0,D'Anthony Bell,SS,CLE,2024
00-0037330,0.0,Jesse Luketa,OLB,ARI,2024
00-0037323,0.0,Rodney Thomas,FS,IND,2024
00-0037320,0.0,Deane Leonard,CB,LAC,2024
00-0037459,0.0,Kurt Hinish,DT,HOU,2024
00-0037319,0.0,Faion Hicks,CB,SEA,2024
00-0037318,0.0,Baylon Spector,ILB,BUF,2024
00-0037316,0.0,Mark Robinson,ILB,PIT,2024
00-0037315,0.0,Cameron Goode,OLB,MIA,2024
00-0037314,0.0,Isaiah Thomas,OLB,DET,2024
00-0037313,0.0,Montaric Brown,CB,JAX,2024
00-0037428,0.0,Alec Anderson,G,BUF,2024
00-0037414,0.0,Devin Cochran,T,CIN,2024
00-0037413,0.0,Ben Brown,G,NE,2024
00-0037412,0.0,Cal Adomitis,LS,CIN,2024
00-0037404,0.0,Ryan Van Demark,T,BUF,2024
00-0037395,0.0,Dallis Flowers,CB,IND,2024
00-0037392,0.0,Trevor Denbow,FS,IND,2024
00-0037544,0.0,Nephi Sewell,MLB,NO,2024
00-0037542,0.0,John Parker Romo,K,MIN,2024
00-0037385,0.0,Michael Niese,T,DET,2024
00-0037384,0.0,Ja'Quan McMillian,CB,DEN,2024
00-0037383,0.0,Kana'i Mauga,ILB,LV,2024
00-0037380,0.0,Kaden Davis,WR,CLE,2024
00-0037364,0.0,Arron Mosby,DE,GB,2024
00-0037512,0.0,Isaiah Pola-Mao,FS,LV,2024
00-0037500,0.0,Ryan Wright,P,MIN,2024
00-0037493,0.0,Mike Brown,FS,TEN,2024
00-0037468,0.0,Raheem Layne,SS,NYG,2024
00-0037461,0.0,Tristin McCollum,FS,PHI,2024
00-0037607,0.0,Ryan Stonehouse,P,TEN,2024
00-0037603,0.0,Jayden Peevy,DT,CAR,2024
00-0037602,0.0,Sam Okuayinonu,DE,SF,2024
00-0037457,0.0,Jake Hansen,OLB,HOU,2024
00-0037456,0.0,Troy Hairston,FB,HOU,2024
00-0037451,0.0,Rod Williams,TE,PIT,2024
00-0037447,0.0,Tomon Fox,OLB,NYG,2024
00-0037431,0.0,Kingsley Jonathan,DE,BUF,2024
00-0037561,0.0,Markquese Bell,FS,DAL,2024
00-0037560,0.0,Chandler Wooten,ILB,CAR,2024
00-0037549,0.0,Darrell Baker,CB,TEN,2024
00-0037547,0.0,Daniel Whelan,P,GB,2024
00-0037711,0.0,Jeremiah Pharms,DE,NE,2024
00-0037708,0.0,Maurice Alexander,WR,DET,2024
00-0037692,0.0,Brandon Aubrey,K,DAL,2024
00-0037667,0.0,Kerby Joseph,FS,DET,2024
00-0037663,0.0,Jermaine Johnson,OLB,NYJ,2024
00-0034355,0.0,M.J. Stewart,SS,HOU,2024
00-0034352,0.0,Connor Williams,C,SEA,2024
00-0034350,0.0,Uchenna Nwosu,OLB,SEA,2024
00-0034346,0.0,Will Hernandez,G,ARI,2024
00-0034345,0.0,Frank Ragnow,C,DET,2024
00-0034344,0.0,Marcus Davenport,OLB,DET,2024
00-0034342,0.0,Quenton Nelson,G,IND,2024
00-0034397,0.0,Tim Settle,DT,HOU,2024
00-0034391,0.0,Siran Neal,CB,MIA,2024
00-0034387,0.0,Bilal Nichols,DT,ARI,2024
00-0034623,0.0,Andre Chachere,SS,ARI,2024
00-0034612,0.0,Demone Harris,DE,ATL,2024
00-0025565,0.0,Nick Folk,K,TEN,2024
00-0034385,0.0,Ja'Whaun Bentley,ILB,NE,2024
00-0034384,0.0,D.J. Reed,CB,NYJ,2024
00-0037662,0.0,C.J. Brewer,DT,TB,2024
00-0037527,0.0,Segun Olubi,MLB,IND,2024
00-0037526,0.0,Marcelino McCrary-Ball,ILB,NYJ,2024
00-0037517,0.0,Luke Masterson,OLB,LV,2024
00-0037516,0.0,Sam Webb,CB,LV,2024
00-0037616,0.0,Nick Cross,SS,IND,2024
00-0037615,0.0,Nakobe Dean,ILB,PHI,2024
00-0037613,0.0,Kenyon Green,G,HOU,2024
00-0037612,0.0,Evan Neal,T,NYG,2024
00-0037611,0.0,Kayvon Thibodeaux,OLB,NYG,2024
00-0037808,0.0,DeAngelo Malone,OLB,ATL,2024
00-0037807,0.0,Joshua Ezeudu,G,NYG,2024
00-0037804,0.0,Zach Carter,DT,CIN,2024
00-0037799,0.0,Dondrea Tillman,OLB,DEN,2024
00-0037759,0.0,DeMarvin Leal,DE,PIT,2024
00-0037758,0.0,Cordale Flott,CB,NYG,2024
00-0037757,0.0,Bernhard Raimann,T,IND,2024
00-0037756,0.0,Travis Jones,DT,BAL,2024
00-0037596,0.0,Jack Gibbens,ILB,TEN,2024
00-0037593,0.0,Tre Avery,CB,TEN,2024
00-0037591,0.0,Leroy Watson,T,TEN,2024
00-0037587,0.0,Nate Landman,ILB,ATL,2024
00-0037743,0.0,Dax Hill,CB,CIN,2024
00-0037830,0.0,Samuel Womack,CB,IND,2024
00-0026027,0.0,J.J. Jansen,LS,CAR,2024
00-0037825,0.0,Tyler Linderbaum,C,BAL,2024
00-0037823,0.0,Christian Harris,ILB,HOU,2024
00-0037822,0.0,Brian Asamoah,ILB,MIN,2024
00-0037821,0.0,Charles Cross,T,SEA,2024
00-0037819,0.0,Leo Chenal,OLB,KC,2024
00-0037818,0.0,Zion Johnson,G,LAC,2024
00-0037817,0.0,Zach Tom,T,GB,2024
00-0037661,0.0,Ja'Marcus Ingram,CB,BUF,2024
00-0037639,0.0,William Kwenkeu,ILB,BAL,2024
00-0037633,0.0,Jake Hummel,ILB,LA,2024
00-0037627,0.0,Mike Greene,DT,TB,2024
00-0032437,0.0,Kamu Grugier-Hill,ILB,MIN,2024
00-0032424,0.0,D.J. Reader,NT,DET,2024
00-0032416,0.0,Quinton Jefferson,DE,CLE,2024
00-0032415,0.0,Matt Judon,OLB,ATL,2024
00-0032412,0.0,Dean Lowry,DE,PIT,2024
00-0038039,0.0,Jack Jones,CB,LV,2024
00-0038038,0.0,Kyle Hamilton,SS,BAL,2024
00-0037845,0.0,A.J. Arcuri,T,LA,2024
00-0037844,0.0,Russ Yeast,FS,HOU,2024
00-0037843,0.0,Daniel Hardy,DE,CHI,2024
00-0037841,0.0,Quentin Lake,FS,LA,2024
00-0037754,0.0,Nicholas Petit-Frere,T,TEN,2024
00-0037753,0.0,Cam Taylor-Britt,CB,CIN,2024
00-0037752,0.0,Tycen Anderson,SS,CIN,2024
00-0037815,0.0,Cameron Thomas,DE,CLE,2024
00-0037813,0.0,Channing Tindall,ILB,MIA,2024
00-0037812,0.0,Abraham Lucas,T,SEA,2024
00-0037811,0.0,Chad Muma,ILB,JAX,2024
00-0037810,0.0,Troy Andersen,ILB,ATL,2024
00-0038043,0.0,Joshua Williams,CB,KC,2024
00-0038042,0.0,Jake Camarda,P,TB,2024
00-0032580,0.0,Jonathan Jones,CB,NE,2024
00-0032574,0.0,Michael Pierce,NT,BAL,2024
00-0032569,0.0,Wil Lutz,K,DEN,2024
00-0032543,0.0,Alex Erickson,WR,NE,2024
00-0033011,0.0,Connor McGovern,C,NO,2024
00-0033010,0.0,Sheldon Day,DT,WAS,2024
00-0032971,0.0,Justin Simmons,FS,ATL,2024
00-0032445,0.0,Ted Karras,C,CIN,2024
00-0032442,0.0,Elandon Roberts,ILB,PIT,2024
00-0029621,0.0,Greg Zuerlein,K,NYJ,2024
00-0029607,0.0,Demario Davis,MLB,NO,2024
00-0029606,0.0,Harrison Smith,SS,MIN,2024
00-0037839,0.0,Cobie Durant,CB,LA,2024
00-0037835,0.0,Luke Goedeke,G,TB,2024
00-0037832,0.0,Kalia Davis,DT,SF,2024
00-0037831,0.0,Nick Zakelj,G,SF,2024
00-0038105,0.0,Damarri Mathis,CB,DEN,2024
00-0038103,0.0,Cole Strange,G,NE,2024
00-0038101,0.0,Akayleb Evans,CB,MIN,2024
00-0038100,0.0,Percy Butler,FS,WAS,2024
00-0038099,0.0,Phidarian Mathis,DT,WAS,2024
00-0038097,0.0,Cade York,K,WAS,2024
00-0038096,0.0,Josh Paschal,DE,DET,2024
00-0038121,0.0,Alontae Taylor,CB,NO,2024
00-0038119,0.0,Jalyn Armour-Davis,CB,BAL,2024
00-0038118,0.0,Daniel Faalele,T,BAL,2024
00-0038116,0.0,Arnold Ebiketie,OLB,ATL,2024
00-0038095,0.0,Cordell Volson,G,CIN,2024
00-0038094,0.0,Jordan Stout,P,BAL,2024
00-0038093,0.0,Neil Farrell,DT,MIA,2024
00-0038092,0.0,Erik Ezukanma,WR,MIA,2024
00-0038090,0.0,Skyy Moore,WR,KC,2024
00-0029963,0.0,Christopher Hubbard,T,NYG,2024
00-0029822,0.0,Brandon McManus,K,GB,2024
00-0029714,0.0,Andrew DePaola,LS,MIN,2024
00-0029008,0.0,Charley Hughlett,LS,CLE,2024
00-0029685,0.0,Greg Van Roten,G,NYG,2024
00-0038386,0.0,Jalen Carter,DT,PHI,2024
00-0038383,0.0,Andrew Vorhees,G,BAL,2024
00-0038381,0.0,Kyu Blu Kelly,CB,LV,2024
00-0038348,0.0,Josh Butler,CB,DAL,2024
00-0038142,0.0,David Ojabo,OLB,BAL,2024
00-0038136,0.0,Coby Bryant,CB,SEA,2024
00-0038135,0.0,Jaquan Brisker,SS,CHI,2024
00-0029597,0.0,Justin Tucker,K,BAL,2024
00-0029592,0.0,Kevin Zeitler,G,DET,2024
00-0029562,0.0,Lavonte David,ILB,TB,2024
00-0029542,0.0,Stephon Gilmore,CB,MIN,2024
00-0029316,0.0,Kelvin Beachum,T,ARI,2024
00-0038125,0.0,Roger McCreary,CB,TEN,2024
00-0038412,0.0,Moro Ojomo,DT,PHI,2024
00-0038411,0.0,Anthony Johnson,FS,NYG,2024
00-0038408,0.0,Carrington Valentine,CB,GB,2024
00-0038407,0.0,Jaylon Jones,CB,IND,2024
00-0038404,0.0,Titus Leo,DE,NE,2024
00-0034275,0.0,Folorunso Fatukasi,DT,HOU,2024
00-0033598,0.0,Eli Ankou,DT,BUF,2024
00-0033595,0.0,Pat O'Connor,DE,DET,2024
00-0033880,0.0,Charles Harris,DE,CAR,2024
00-0033878,0.0,Adoree' Jackson,CB,NYG,2024
00-0033877,0.0,Malik Hooker,FS,DAL,2024
00-0033876,0.0,Derek Barnett,DE,HOU,2024
00-0033571,0.0,Matt Milano,OLB,BUF,2024
00-0033570,0.0,Anthony Walker,MLB,MIA,2024
00-0033566,0.0,Desmond King,CB,HOU,2024
00-0033563,0.0,Carlos Watkins,DE,DAL,2024
00-0034450,0.0,Greg Joseph,K,NYG,2024
00-0034446,0.0,Jalen Davis,CB,CIN,2024
00-0034359,0.0,Tyquan Lewis,DE,IND,2024
00-0034357,0.0,Isaiah Oliver,CB,NYJ,2024
00-0034356,0.0,Donte Jackson,CB,PIT,2024
00-0038403,0.0,Tre Hawkins,CB,NYG,2024
00-0038402,0.0,Anders Carlson,K,SF,2024
00-0038401,0.0,Jarrick Bernard-Converse,CB,NYJ,2024
00-0038114,0.0,Max Mitchell,T,NYJ,2024
00-0038112,0.0,Cam Jurgens,G,PHI,2024
00-0038111,0.0,Kyler Gordon,CB,CHI,2024
00-0038107,0.0,Micheal Clemons,DE,NYJ,2024
00-0038106,0.0,Eyioma Uwazurike,DE,DEN,2024
00-0038387,0.0,Colby Wooden,DT,GB,2024
00-0032379,0.0,Eli Apple,CB,LAC,2024
00-0032378,0.0,DeForest Buckner,DT,IND,2024
00-0032366,0.0,Tyler Matakevich,MLB,PIT,2024
00-0038493,0.0,Claudin Cherelus,ILB,CAR,2024
00-0038490,0.0,Ty Zentner,P,LA,2024
00-0038488,0.0,Brady Russell,TE,SEA,2024
00-0038487,0.0,Eli Ricks,CB,PHI,2024
00-0038479,0.0,Dyontae Johnson,ILB,NYG,2024
00-0038133,0.0,Boye Mafe,OLB,SEA,2024
00-0038131,0.0,Ed Ingram,G,MIN,2024
00-0038130,0.0,Andrew Booth,CB,DAL,2024
00-0038127,0.0,Logan Hall,DE,TB,2024
00-0038414,0.0,Kendall Williamson,SS,LAC,2024
00-0038395,0.0,Terell Smith,CB,CHI,2024
00-0038390,0.0,Noah Sewell,ILB,CHI,2024
00-0038504,0.0,Trenton Simpson,ILB,BAL,2024
00-0032401,0.0,De'Vondre Campbell,ILB,SF,2024
00-0032399,0.0,Miles Killebrew,SS,PIT,2024
00-0032395,0.0,Graham Glasgow,G,DET,2024
00-0032774,0.0,Deon Bush,SS,KC,2024
00-0032768,0.0,Cody Whitehair,G,LV,2024
00-0032763,0.0,Austin Johnson,DT,BUF,2024
00-0032384,0.0,Germain Ifedi,G,CLE,2024
00-0032383,0.0,Ryan Kelly,C,IND,2024
00-0032381,0.0,Taylor Decker,T,DET,2024
00-0032380,0.0,Laremy Tunsil,T,HOU,2024
00-0038557,0.0,Dorian Williams,OLB,BUF,2024
00-0038556,0.0,DeMarvion Overshown,ILB,DAL,2024
00-0038471,0.0,Kadeem Telfort,T,GB,2024
00-0038463,0.0,Brenton Cox,DE,GB,2024
00-0038549,0.0,D.J. Turner,CB,CIN,2024
00-0038548,0.0,O'Cyrus Torrence,G,BUF,2024
00-0038546,0.0,Myles Murphy,DE,CIN,2024
00-0038545,0.0,Mazi Smith,DT,DAL,2024
00-0038541,0.0,Tyree Wilson,DE,LV,2024
00-0038540,0.0,Paris Johnson,T,ARI,2024
00-0038536,0.0,Chandler Zavala,G,CAR,2024
00-0038535,0.0,D.J. Johnson,OLB,CAR,2024
00-0038398,0.0,Karl Brooks,DT,GB,2024
00-0038584,0.0,Jaquelin Roy,NT,NE,2024
00-0038581,0.0,K.J. Henry,DE,DAL,2024
00-0038580,0.0,Yasir Abdullah,OLB,JAX,2024
00-0038578,0.0,Jay Ward,SS,MIN,2024
00-0038577,0.0,Nick Herbig,OLB,PIT,2024
00-0038514,0.0,Truman Jones,DE,NE,2024
00-0038513,0.0,Cam Jones,ILB,KC,2024
00-0038506,0.0,Jordon Riley,NT,NYG,2024
00-0038505,0.0,Tavius Robinson,OLB,BAL,2024
00-0038569,0.0,Sidy Sow,G,NE,2024
00-0038568,0.0,Clark Phillips,CB,ATL,2024
00-0038567,0.0,Chad Ryland,K,ARI,2024
00-0038562,0.0,Jake Moody,K,SF,2024
00-0038560,0.0,Jordan Battle,SS,CIN,2024
00-0032109,0.0,Kwon Alexander,OLB,DEN,2024
00-0038605,0.0,J.L. Skinner,SS,DEN,2024
00-0038603,0.0,Robert Beal,DE,SF,2024
00-0038602,0.0,Christopher Smith,SS,LV,2024
00-0038601,0.0,Asim Richards,T,DAL,2024
00-0034261,0.0,Austin Corbett,C,CAR,2024
00-0034251,0.0,Daniel Ekuale,DT,NE,2024
00-0034361,0.0,Justin Reid,SS,KC,2024
00-0034360,0.0,Lorenzo Carter,OLB,ATL,2024
00-0034198,0.0,Trent Sieg,LS,DAL,2024
00-0034173,0.0,Eddy Pineiro,K,CAR,2024
00-0034163,0.0,Jake Martin,DE,CHI,2024
00-0028946,0.0,Aaron Brewer,LS,ARI,2024
00-0034161,0.0,Daniel Carlson,K,LV,2024
00-0034296,0.0,Ben Niemann,ILB,DET,2024
00-0034285,0.0,Zach Sieler,DE,MIA,2024
00-0034281,0.0,Bradley Bozeman,C,LAC,2024
00-0034278,0.0,Tremon Smith,CB,DEN,2024
00-0034277,0.0,DeShon Elliott,FS,PIT,2024
00-0038600,0.0,Owen Pappoe,ILB,ARI,2024
00-0038599,0.0,Henry To'oTo'o,ILB,HOU,2024
00-0038596,0.0,Antonio Johnson,FS,JAX,2024
00-0038554,0.0,Ji'Ayir Brown,SS,SF,2024
00-0038553,0.0,Daiyan Henley,ILB,LAC,2024
00-0038552,0.0,Riley Moss,CB,DEN,2024
00-0038588,0.0,Jordan Howden,SS,NO,2024
00-0038587,0.0,Jammie Robinson,SS,CAR,2024
00-0038585,0.0,Cameron Mitchell,CB,CLE,2024
00-0038570,0.0,Ventrell Miller,ILB,JAX,2024
00-0038613,0.0,Jerrick Reed,SS,SEA,2024
00-0038610,0.0,Bryce Baringer,P,NE,2024
00-0032265,0.0,Mario Edwards,DT,HOU,2024
00-0032242,0.0,Rob Havenstein,T,LA,2024
00-0032234,0.0,Laken Tomlinson,G,SEA,2024
00-0032521,0.0,Mike Hilton,CB,CIN,2024
00-0032497,0.0,Reid Ferguson,LS,BUF,2024
00-0032463,0.0,Kyle Peko,DT,DET,2024
00-0032164,0.0,Arik Armstead,DE,JAX,2024
00-0032162,0.0,T.Y. McGill,DT,SF,2024
00-0032146,0.0,Bud Dupree,OLB,LAC,2024
00-0032134,0.0,C.J. Uzomah,TE,PHI,2024
00-0032129,0.0,Jordan Hicks,ILB,CLE,2024
